SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedLawSchoolFTLT,EmployedLawSchoolFTST,EmployedLawSchoolPTLT,EmployedLawSchoolPTST,EmployedLawSchoolNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
OHIO STATE UNIVERSITY,132,1,7,1,141,19,0,1,0,20,1,0,2,0,3,0,0,0,0,0,2,2,0,3,7,0,0,0,0,0,1,1,0,2,1,176,2,2,0,1,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,3,7,1,0,0,0,1,16,0,2,1,19,9,0,0,0,9,6,0,0,0,6,5,0,0,0,5,8,0,0,0,8,7,0,0,0,7,17,0,0,0,17,0,0,0,0,0,44,0,2,1,47,24,2,5,0,31,7,0,0,0,7,4,0,0,0,4,3,0,0,0,3,1,1,0,0,2,2,0,1,2,5,0,0,0,0,0,154,3,10,4,171,Ohio,136,Illinois,5,Texas,5,0
OKLAHOMA CITY UNIVERSITY,76,0,3,1,80,23,0,2,1,26,1,0,1,0,2,4,2,0,1,7,0,0,0,0,0,0,0,0,0,0,3,0,0,15,1,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,33,0,2,2,37,14,0,0,0,14,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,2,1,34,16,0,0,0,16,5,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,104,2,6,3,115,Oklahoma,85,Texas,21,New Mexico,2,1
"OKLAHOMA, UNIVERSITY OF",107,2,5,1,115,15,0,2,0,17,0,0,2,0,2,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,4,3,10,1,155,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,3,35,2,4,1,42,12,0,0,0,12,8,0,1,0,9,5,0,0,0,5,6,0,0,0,6,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,17,0,2,1,20,29,0,1,0,30,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,123,2,10,2,137,Oklahoma,88,Texas,29,District of Columbia,5,0
"OREGON, UNIVERSITY OF",61,2,2,1,66,14,1,3,1,19,2,0,0,0,2,0,0,1,1,2,1,1,0,2,4,0,0,0,0,0,3,0,1,27,0,124,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,4,3,0,0,0,3,12,1,2,0,15,4,0,1,0,5,4,0,0,0,4,1,0,0,0,1,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,10,0,1,2,13,13,1,0,1,15,4,0,2,0,6,1,0,0,0,1,12,0,0,0,12,2,1,0,0,3,2,0,0,2,4,3,1,0,0,4,78,4,6,5,93,Oregon,47,Washington,13,California,10,1
PACE UNIVERSITY,93,0,7,1,101,17,0,2,0,19,1,0,4,0,5,2,0,1,0,3,1,1,0,3,5,0,0,0,0,0,0,0,1,11,2,147,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,2,0,0,0,2,23,0,4,0,27,7,0,1,0,8,9,0,0,0,9,3,0,0,0,3,1,0,0,0,1,0,0,1,0,1,2,0,0,0,2,7,0,2,0,9,20,0,5,0,25,16,0,0,2,18,8,1,1,2,12,1,0,0,0,1,9,0,0,0,9,1,0,0,0,1,0,0,0,0,0,5,0,0,0,5,114,1,14,4,133,New York,97,New Jersey,10,Connecticut,8,0
PENNSYLVANIA STATE UNIVERSITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,97,New Jersey,10,Connecticut,8,0
"PENNSYLVANIA, UNIVERSITY OF",221,0,0,0,221,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,1,0,2,2,1,246,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,1,2,0,0,3,2,0,0,0,2,3,0,0,0,3,4,0,0,0,4,5,0,0,0,5,23,0,0,0,23,133,0,0,0,133,0,0,0,0,0,12,0,0,0,12,7,0,0,0,7,13,1,0,0,14,28,0,0,0,28,5,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,237,3,0,0,240,New York,116,Pennsylvania,31,District of Columbia,23,3
PEPPERDINE UNIVERSITY,104,5,4,1,114,21,0,2,2,25,2,0,0,0,2,0,1,3,0,4,1,0,0,15,16,0,0,0,0,0,3,6,2,23,2,197,0,0,0,0,0,1,0,0,15,16,0,0,0,0,0,0,0,0,0,0,1,0,0,15,16,0,0,0,0,0,35,2,4,1,42,17,0,0,0,17,5,0,0,0,5,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,22,2,5,1,30,13,1,0,1,15,4,0,0,0,4,7,0,0,0,7,5,0,0,0,5,0,0,0,0,0,2,1,0,15,18,0,0,0,0,0,128,6,9,18,161,California,125,Texas,8,Nevada,4,3
"PITTSBURGH, UNIVERSITY OF",105,1,1,1,108,29,12,4,0,45,3,0,0,0,3,1,2,0,2,5,0,1,0,0,1,0,0,0,0,0,1,2,3,22,6,196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,27,1,2,1,31,8,0,0,0,8,4,0,0,0,4,3,0,0,0,3,12,0,0,0,12,2,0,0,0,2,10,0,0,0,10,0,0,0,0,0,34,14,3,1,52,8,0,0,1,9,4,0,0,0,4,3,0,0,0,3,21,0,0,0,21,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,138,16,5,3,162,Pennsylvania,120,California,6,New Jersey,4,1
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,33,5,0,3,41,11,6,3,3,23,29,1,4,0,34,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,69,27,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,15,7,1,3,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,5,1,37,12,1,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,2,1,4,0,0,0,0,0,75,12,8,6,101,Puerto Rico,95,Florida,2,New Jersey,1,0
"PUERTO RICO, UNIVERSITY OF",39,4,3,3,49,27,5,3,0,35,21,0,4,1,26,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,8,3,9,27,5,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,8,14,3,3,2,22,0,0,0,0,0,6,0,0,0,6,9,1,0,0,10,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,2,4,1,37,10,2,1,0,13,3,0,0,0,3,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,9,11,4,112,Puerto Rico,105,Texas,2,Florida,1,0
QUINNIPIAC UNIVERSITY,57,4,0,1,62,23,2,1,3,29,4,0,0,1,5,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,2,0,2,6,4,113,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,36,1,1,3,41,5,0,0,0,5,2,0,0,0,2,7,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,0,22,7,2,0,1,10,3,0,0,1,4,0,1,0,0,1,4,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,85,7,2,5,99,Connecticut,74,New York,9,North Carolina,5,0
REGENT UNIVERSITY,67,0,2,0,69,10,0,2,3,15,4,0,0,0,4,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,4,2,4,9,8,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,28,0,3,0,31,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,14,13,0,1,0,14,9,0,1,0,10,2,0,0,0,2,8,0,0,0,8,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,81,0,6,4,91,Virginia,49,District Of Columbia,5,Georgia,4,0
"RICHMOND, UNIVERSITY OF",97,0,2,0,99,21,2,1,2,26,2,0,0,1,3,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,18,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26,0,1,0,27,11,0,0,0,11,3,0,0,0,3,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,20,1,1,2,24,16,1,1,1,19,2,0,0,0,2,7,0,0,0,7,20,0,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,121,2,4,4,131,Virginia,92,District of Columbia,8,New York,5,3
ROGER WILLIAMS UNIVERSITY,68,0,3,0,71,19,2,2,1,24,3,1,1,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20,7,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,30,2,0,0,0,2,4,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,16,2,0,0,18,13,0,2,1,16,5,0,0,0,5,0,0,0,0,0,19,0,0,0,19,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,90,3,7,1,101,Rhode Island,50,Massachusetts,11,New York,9,0
RUTGERS UNIVERSITY,263,6,2,1,272,53,3,6,2,64,17,1,2,2,22,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,4,0,3,24,6,399,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,0,1,0,4,40,2,3,1,46,8,0,0,0,8,4,0,0,0,4,11,0,0,0,11,11,0,0,0,11,8,0,0,0,8,9,0,0,0,9,0,0,0,0,0,49,2,6,3,60,23,1,0,0,24,13,1,0,1,15,3,0,0,0,3,149,5,0,0,154,0,0,0,0,0,3,0,2,0,5,0,0,0,0,0,334,11,12,5,362,New Jersey,263,New York,55,Pennsylvania,25,0
RUTGERS UNIVERSITY-CAMDEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,263,New York,55,Pennsylvania,25,0
RUTGERS UNIVERSITY-NEWARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,263,New York,55,Pennsylvania,25,0
SAINT LOUIS UNIVERSITY,121,4,3,1,129,37,2,2,0,41,6,1,0,0,7,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,1,0,18,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,31,2,2,1,36,9,0,0,0,9,8,0,0,0,8,0,0,0,0,0,16,0,0,0,16,2,0,0,0,2,14,0,0,0,14,0,0,0,0,0,40,4,1,1,46,21,2,1,0,24,11,0,0,0,11,0,0,1,0,1,7,0,0,0,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,164,8,5,2,179,Missouri,121,Illinois,26,District Of Columbia,5,0
SAMFORD UNIVERSITY,61,2,1,1,65,19,2,1,2,24,2,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,3,11,2,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,2,0,2,32,7,0,0,0,7,3,0,0,0,3,5,0,0,0,5,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,17,1,2,0,20,8,0,1,0,9,1,0,0,1,2,3,0,0,0,3,0,1,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,82,4,3,4,93,Alabama,65,Georgia,12,Florida,3,1
"SAN DIEGO, UNIVERSITY OF",138,4,4,7,153,16,4,4,11,35,2,1,1,0,4,0,1,0,2,3,0,0,0,1,1,0,0,0,1,1,4,3,2,35,6,247,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,36,2,3,8,49,16,2,0,0,18,4,0,0,1,5,6,2,0,0,8,17,1,0,0,18,4,0,0,0,4,13,0,0,0,13,7,0,2,2,11,24,3,2,6,35,20,0,1,1,22,0,0,1,1,2,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,156,10,9,22,197,California,175,Arizona,3,District of Columbia,2,0
"SAN FRANCISCO, UNIVERSITY OF",60,2,1,1,64,22,4,8,2,36,10,2,2,0,14,1,0,1,1,3,3,0,0,0,3,0,0,0,0,0,2,1,1,41,1,166,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,17,0,6,2,25,7,0,0,0,7,6,0,1,0,7,6,0,0,0,6,3,1,1,0,5,4,0,0,0,4,5,1,0,0,6,1,0,0,0,1,22,5,2,2,31,17,0,1,0,18,3,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,96,8,12,4,120,California,103,Non-US,4,New York,3,4
SANTA CLARA UNIVERSITY,86,6,5,1,98,32,5,1,1,39,6,1,0,1,8,0,1,0,0,1,0,1,0,2,3,0,0,0,0,0,2,2,4,62,0,219,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,1,24,2,4,0,30,10,0,0,1,11,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,6,1,0,0,7,25,0,1,0,26,3,0,0,0,3,34,7,1,4,46,10,3,0,0,13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,124,14,6,5,149,California,136,Colorado,2,Utah,2,0
SEATTLE UNIVERSITY,130,2,11,3,146,14,6,1,0,21,20,0,4,1,25,0,0,0,4,4,1,0,0,1,2,0,0,0,0,0,5,9,13,34,8,267,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,10,0,1,0,11,37,0,5,2,44,8,1,0,0,9,7,0,1,0,8,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,10,0,4,1,15,0,0,0,0,0,23,3,5,4,35,31,2,0,0,33,14,2,0,1,17,3,0,0,0,3,14,0,0,0,14,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,165,8,16,9,198,Washington,171,California,7,Oregon,4,1
SETON HALL UNIVERSITY,154,0,0,1,155,15,3,0,1,19,8,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,14,1,0,2,17,7,1,0,0,8,0,1,0,0,1,7,0,0,0,7,5,0,0,0,5,2,0,0,0,2,10,0,0,0,10,0,0,0,0,0,20,2,0,0,22,8,0,0,0,8,1,0,0,0,1,1,0,0,0,1,100,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,177,5,0,3,185,New Jersey,143,New York,27,California,3,2
"SOUTH CAROLINA, UNIVERSITY OF",131,4,1,0,136,19,9,2,0,30,1,2,2,0,5,0,1,0,1,2,0,0,0,0,0,0,0,0,2,2,4,2,3,14,5,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1,0,33,6,0,0,0,6,1,0,0,0,1,4,0,0,0,4,5,0,0,0,5,6,1,0,0,7,7,0,0,0,7,0,0,0,0,0,18,11,2,1,32,33,1,1,0,35,3,1,0,0,4,5,0,0,0,5,29,1,1,0,31,0,0,0,0,0,3,0,0,0,3,0,0,0,2,2,151,16,5,3,175,South Carolina,137,North Carolina,11,Georgia,8,0
"SOUTH DAKOTA, UNIVERSITY OF",34,3,1,0,38,11,1,0,1,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,1,1,0,17,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,8,7,0,0,0,7,2,0,0,0,2,2,1,0,0,3,11,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,46,4,1,1,52,South Dakota,38,Iowa,7,Minnesota,2,0
SOUTH TEXAS COLLEGE OF LAW HOUSTON,206,3,15,0,224,12,4,7,0,23,8,0,4,0,12,0,3,1,1,5,0,0,0,0,0,8,0,1,0,9,4,0,21,37,14,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,22,85,1,2,1,89,21,1,0,0,22,9,0,1,0,10,9,0,0,0,9,1,0,0,0,1,3,0,0,0,3,5,1,0,0,6,11,0,0,0,11,22,5,11,0,38,24,0,3,0,27,6,0,0,0,6,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,18,0,7,0,25,234,10,28,1,273,Texas,162,Illinois,3,Louisiana,2,0
"SOUTHERN CALIFORNIA, UNIVERSITY OF",155,2,2,0,159,9,1,1,0,11,2,0,0,0,2,0,0,0,0,0,7,21,0,0,28,0,0,0,0,0,1,5,0,7,0,213,7,20,0,0,27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,21,0,0,28,0,0,0,0,0,31,2,3,0,36,7,0,0,0,7,7,0,0,0,7,5,0,0,0,5,7,0,0,0,7,6,0,0,0,6,60,1,0,0,61,0,0,0,0,0,19,2,0,0,21,13,12,0,0,25,9,3,0,0,12,7,3,0,0,10,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,173,24,3,0,200,California,177,New York,4,District of Columbia,3,4
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,56,0,2,2,60,8,2,0,1,11,4,0,3,0,7,2,1,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,15,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,24,0,1,1,26,5,0,0,0,5,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,1,1,16,3,1,0,20,14,0,3,0,17,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,70,3,5,4,82,Illinois,48,Missouri,10,Kentucky,3,1
SOUTHERN METHODIST UNIVERSITY,183,2,0,0,185,17,2,2,0,21,9,0,0,0,9,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,2,2,14,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,52,1,1,0,54,19,0,0,0,19,8,0,0,0,8,9,0,0,0,9,8,0,0,0,8,10,0,0,0,10,32,0,0,0,32,0,0,0,0,0,36,3,1,1,41,18,1,0,0,19,2,0,0,0,2,6,0,0,0,6,3,0,0,0,3,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,209,5,2,1,217,Texas,202,Georgia,3,New York,2,2
SOUTHERN UNIVERSITY,70,0,5,1,76,34,2,2,0,38,31,2,5,1,39,1,0,3,1,5,0,0,0,0,0,1,0,0,0,1,0,1,0,25,9,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,25,0,2,0,27,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,12,24,2,7,1,34,24,1,2,0,27,7,0,0,1,8,0,0,0,0,0,10,0,0,0,10,1,0,0,0,1,8,1,0,1,10,13,0,2,0,15,137,4,15,3,159,Louisiana,111,Texas,12,Georgia,8,0
SOUTHWESTERN LAW SCHOOL,115,6,5,5,131,35,2,5,4,46,21,0,1,1,23,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,4,95,4,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,7,68,1,5,7,81,12,1,0,0,13,4,0,1,0,5,7,0,0,0,7,1,2,0,0,3,3,0,0,0,3,3,0,0,0,3,4,0,2,0,6,47,3,3,1,54,5,0,0,0,5,7,0,0,0,7,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,3,0,0,2,5,0,0,0,0,0,173,8,11,10,202,California,196,Missouri,1,Virginia,1,1
ST. JOHN'S UNIVERSITY,173,4,3,0,180,29,1,2,1,33,6,0,1,0,7,1,0,2,0,3,1,0,0,3,4,0,0,0,0,0,0,1,0,19,1,248,1,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,40,1,1,0,42,20,1,0,0,21,17,0,1,1,19,10,0,2,0,12,7,0,0,0,7,7,0,0,0,7,22,0,0,0,22,0,0,0,0,0,35,1,3,0,39,37,1,0,2,40,6,1,0,0,7,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,210,5,8,4,227,New York,201,New Jersey,6,California,3,2
ST. MARY'S UNIVERSITY,114,2,1,0,117,19,2,4,1,26,13,2,1,0,16,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,2,2,44,2,216,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,1,0,11,55,1,0,1,57,16,0,0,0,16,4,0,0,0,4,1,1,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,25,1,2,0,28,24,1,3,0,28,5,2,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,148,6,6,1,161,Texas,154,Connecticut,1,District of Columbia,1,1
