SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedLawSchoolFTLT,EmployedLawSchoolFTST,EmployedLawSchoolPTLT,EmployedLawSchoolPTST,EmployedLawSchoolNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
"AKRON, UNIVERSITY OF",58,2,8,2,70,20,0,5,1,26,4,0,1,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,9,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,6,18,0,6,0,24,10,0,2,0,12,4,0,1,0,5,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,20,0,2,0,22,16,0,1,2,19,2,0,0,0,2,1,0,0,0,1,1,1,0,1,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,86,2,14,3,105,Ohio,92,Florida,2,New York,2,0
"ALABAMA, UNIVERSITY OF",110,0,0,0,110,16,1,3,0,20,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,3,8,0,145,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,26,0,1,0,27,8,0,0,0,8,7,0,0,0,7,7,0,0,0,7,7,0,0,0,7,5,0,0,0,5,7,0,0,0,7,0,0,0,0,0,10,0,3,1,14,18,1,0,0,19,3,0,0,0,3,15,0,0,0,15,6,0,0,0,6,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,126,1,4,2,133,Alabama,66,Georgia,10,Texas,9,1
ALBANY LAW SCHOOL OF UNION UNIVERSITY,106,0,1,0,107,17,7,2,1,27,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,12,0,151,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,38,1,1,1,41,16,0,0,0,16,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,14,0,1,0,15,24,6,1,0,31,12,0,0,0,12,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,7,3,1,137,New York,126,New Jersey,3,District of Columbia,2,0
AMERICAN JUSTICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,126,New Jersey,3,District of Columbia,2,0
AMERICAN UNIVERSITY,219,5,1,0,225,56,9,4,4,73,14,1,1,4,20,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,15,7,3,67,3,415,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,23,2,2,1,28,8,0,0,0,8,5,0,0,0,5,5,0,0,0,5,8,0,0,0,8,12,0,0,0,12,35,0,0,0,35,0,0,0,0,0,34,3,1,3,41,65,6,1,0,72,28,5,1,1,35,13,0,0,0,13,46,0,0,0,46,1,0,0,1,2,5,0,1,3,9,0,0,0,0,0,289,16,6,9,320,District of Columbia,143,Virginia,39,Maryland,31,11
APPALACHIAN SCHOOL OF LAW,15,0,0,0,15,7,1,2,1,11,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,2,2,4,4,42,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,8,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,1,0,5,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,23,1,2,3,29,Virginia,15,West Virginia,5,Kentucky,3,0
ARIZONA STATE UNIVERSITY,131,1,0,0,132,35,0,3,0,38,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,13,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,37,0,2,0,39,9,0,0,0,9,6,0,0,0,6,4,0,0,0,4,5,0,0,0,5,4,0,0,0,4,10,0,0,0,10,0,0,0,0,0,31,1,3,0,35,38,0,0,0,38,1,0,0,0,1,2,0,0,0,2,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,1,5,0,173,Arizona,149,California,7,Utah,3,2
ARIZONA SUMMIT LAW SCHOOL,84,1,4,1,90,20,2,1,0,23,36,2,5,2,45,1,0,2,1,4,0,0,0,10,10,0,0,0,0,0,6,0,6,35,2,221,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,0,0,0,9,51,1,6,7,65,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,33,3,6,3,45,28,1,0,1,30,4,0,0,2,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,141,5,12,14,172,Arizona,120,Texas,11,California,4,0
"ARIZONA, UNIVERSITY OF",85,1,1,1,88,18,1,0,2,21,1,0,0,0,1,0,0,0,1,1,3,0,0,0,3,0,0,0,1,1,3,0,3,2,1,124,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,1,0,2,12,0,0,3,15,1,0,0,0,1,4,0,0,0,4,3,0,0,0,3,5,0,0,0,5,9,0,0,0,9,7,0,0,0,7,2,0,0,0,2,12,1,0,1,14,20,1,0,0,21,6,0,0,0,6,1,0,0,0,1,20,0,0,0,20,0,0,0,0,0,4,0,0,0,4,0,0,0,1,1,107,2,1,5,115,Arizona,76,California,5,New York,4,11
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",69,1,0,0,70,16,1,1,0,18,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,5,2,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,3,0,0,0,3,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,18,1,1,0,20,16,1,0,0,17,5,0,0,0,5,6,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,1,0,91,Arkansas,58,Texas,12,Missouri,8,0
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",65,2,0,1,68,21,4,3,1,29,9,1,0,1,11,3,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,9,5,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,29,4,2,2,37,7,1,0,0,8,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,20,1,0,2,23,23,1,1,0,25,4,0,0,1,5,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,98,8,3,5,114,Arkansas,94,Tennessee,3,California,2,0
ATLANTA JOHN MARSHALL SAVANNAH,18,0,1,1,20,4,0,4,0,8,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,4,0,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,6,0,0,0,6,1,0,0,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,0,6,1,31,Georgia,20,South Carolina,4,Washington,2,0
ATLANTA'S JOHN MARSHALL LAW SHOOL,50,4,4,0,58,33,3,5,5,46,12,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,13,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,36,2,7,5,50,4,2,2,0,8,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,17,20,0,0,0,20,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2,5,0,0,0,0,0,95,7,9,7,118,Georgia,112,Illinois,2,Ohio,2,0
AVE MARIA SCHOOL OF LAW,36,1,1,1,39,2,1,1,1,5,2,0,2,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,9,1,63,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,15,0,2,1,18,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,2,0,6,15,0,0,0,15,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,40,2,4,3,49,Florida,35,Illinois,2,New York,2,0
"BALTIMORE, UNIVERSITY OF",143,2,0,0,145,70,0,8,2,80,14,0,5,0,19,2,0,3,1,6,0,0,0,0,0,0,0,0,0,0,5,3,0,12,7,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,38,0,4,2,44,11,0,0,0,11,6,0,0,0,6,5,0,1,0,6,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,1,0,0,0,1,30,0,10,1,41,48,0,1,0,49,9,0,0,0,9,1,0,0,0,1,66,2,0,0,68,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,229,2,16,3,250,Maryland,199,District of Columbia,16,Virginia,6,0
BARRY UNIVERSITY,83,1,2,1,87,40,8,3,2,53,26,1,4,1,32,5,0,2,1,8,0,1,0,0,1,0,0,1,2,3,3,1,2,43,14,247,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1,1,0,10,49,1,4,1,55,5,0,0,0,5,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,41,7,6,3,57,34,1,0,0,35,5,0,0,0,5,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,1,1,0,4,0,0,0,2,2,154,11,12,7,184,Florida,162,Georgia,4,Texas,4,0
BAYLOR UNIVERSITY,122,0,1,1,124,4,1,2,0,7,2,1,0,0,3,2,0,1,0,3,1,0,0,2,3,0,0,0,0,0,3,3,0,10,2,158,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,1,51,0,2,0,53,13,0,1,0,14,5,0,0,0,5,2,0,0,0,2,5,0,0,0,5,7,0,0,0,7,6,0,0,0,6,0,0,0,0,0,5,0,0,0,5,20,2,1,1,24,1,0,0,0,1,11,0,0,0,11,3,0,0,0,3,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,131,2,4,3,140,Texas,128,New Mexico,2,Virginia,2,1
BELMONT UNIVERSITY,49,3,0,2,54,7,0,2,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,20,0,2,0,22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,6,2,0,2,10,10,1,0,0,11,5,0,0,0,5,1,0,0,0,1,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,2,2,65,Tennessee,55,District of Columbia,2,Kentucky,2,0
BOSTON COLLEGE,183,1,0,0,184,14,6,0,2,22,1,0,0,0,1,0,0,0,1,1,3,0,0,1,4,0,0,0,0,0,2,1,2,7,3,227,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,14,0,0,1,15,6,1,0,0,7,7,0,0,0,7,9,0,0,0,9,16,0,0,0,16,14,1,0,1,16,57,0,0,0,57,0,0,0,0,0,27,4,0,1,32,26,1,0,0,27,9,0,0,0,9,3,0,0,0,3,13,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,201,7,0,4,212,Massachusetts,134,New York,20,California,7,2
BOSTON UNIVERSITY,157,2,2,3,164,11,0,0,0,11,2,1,0,0,3,1,0,0,0,1,11,0,0,5,16,0,0,0,0,0,7,4,0,15,0,221,11,0,0,3,14,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,11,0,0,5,16,0,0,0,0,0,13,0,2,1,16,6,0,0,0,6,8,0,0,0,8,4,0,0,0,4,18,0,0,0,18,9,0,0,0,9,51,0,0,0,51,0,0,0,0,0,23,3,0,2,28,23,0,0,2,25,13,0,0,3,16,2,0,0,0,2,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,3,2,8,195,Massachusetts,95,New York,43,California,9,5
BRIGHAM YOUNG UNIVERSITY,93,2,2,2,99,11,0,3,0,14,4,0,1,0,5,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,3,2,2,7,0,144,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,1,0,0,0,1,26,0,2,1,29,10,0,0,1,11,8,0,0,0,8,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,11,1,2,0,14,18,0,0,0,18,8,0,2,0,10,6,1,0,0,7,12,0,0,0,12,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,120,2,6,2,130,Utah,70,California,8,Nevada,8,4
BROOKLYN LAW SCHOOL,247,1,2,1,251,39,4,2,6,51,8,0,1,1,10,1,1,0,0,2,0,0,0,9,9,0,0,0,0,0,3,3,5,28,7,369,0,0,0,3,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0,0,1,52,2,1,6,61,16,0,0,0,16,9,0,0,0,9,13,0,0,0,13,7,0,0,0,7,13,0,0,0,13,37,0,0,0,37,2,0,0,0,2,52,3,3,1,59,48,0,0,3,51,28,0,1,5,34,9,0,0,0,9,7,1,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,295,6,5,17,323,NEW YORK,295,NEW JERSEY,7,CALIFORNIA,6,2
CALIFORNIA WESTERN SCHOOL OF LAW,82,0,8,0,90,28,0,8,0,36,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,4,24,14,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,7,41,0,14,0,55,14,0,0,0,14,5,0,0,0,5,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,16,16,0,0,0,16,5,0,0,0,5,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,112,0,18,0,130,California,118,Nevada,3,District Of Columbia,2,0
"CALIFORNIA-BERKELEY, UNIVERSITY OF",278,1,0,0,279,11,0,0,0,11,2,0,0,0,2,0,0,0,0,0,23,1,0,0,24,0,0,0,0,0,4,1,2,6,1,330,21,1,0,0,22,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,1,0,0,24,1,0,0,0,1,12,0,0,0,12,1,0,0,0,1,4,0,0,0,4,7,0,0,0,7,9,0,0,0,9,17,0,0,0,17,138,0,0,0,138,0,0,0,0,0,9,0,0,0,9,28,1,0,0,29,37,1,0,0,38,39,0,0,0,39,11,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,314,2,0,0,316,California,203,New York,32,District of Columbia,17,1
"CALIFORNIA-DAVIS, UNIVERSITY OF",87,0,0,0,87,13,0,0,1,14,0,0,1,0,1,0,1,0,0,1,14,0,0,5,19,0,0,0,0,0,1,0,6,7,2,138,11,0,0,0,11,3,0,0,5,8,0,0,0,0,0,0,0,0,0,0,14,0,0,5,19,0,0,0,0,0,18,0,0,0,18,5,0,0,0,5,3,0,0,0,3,6,0,0,0,6,2,0,0,0,2,2,0,0,0,2,14,0,0,0,14,0,0,0,0,0,12,1,1,1,15,29,0,0,0,29,9,0,0,0,9,8,0,0,0,8,4,0,0,0,4,0,0,0,0,0,2,0,0,5,7,0,0,0,0,0,114,1,1,6,122,California,99,District of Columbia,3,Alaska,2,7
"CALIFORNIA-HASTINGS, UNIVERSITY OF",154,7,5,1,167,46,7,2,1,56,1,0,3,0,4,0,0,1,0,1,1,12,0,13,26,0,0,0,0,0,2,1,5,33,5,300,1,10,0,10,21,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,1,12,0,13,26,3,1,0,0,4,33,2,3,0,38,15,0,0,1,16,6,0,0,0,6,3,0,0,0,3,5,0,0,0,5,3,0,0,0,3,50,0,1,0,51,0,0,0,0,0,35,3,5,1,44,23,11,1,5,40,12,7,1,7,27,7,1,0,1,9,4,0,0,0,4,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,202,26,11,15,254,California,231,District of Columbia,5,Colorado,3,1
"CALIFORNIA-IRVINE, UNIVERSITY OF",84,2,2,0,88,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,3,2,0,7,1,118,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,9,0,0,0,9,14,0,2,0,16,4,0,0,0,4,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,9,0,0,0,9,0,0,0,0,0,4,0,0,0,4,17,2,0,0,19,18,0,0,0,18,16,0,0,0,16,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2,2,0,105,CALIFORNIA,77,DISTRICT OF COLUMBIA,4,NEW YORK,4,2
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",239,0,1,2,242,18,1,1,4,24,0,0,0,0,0,0,0,0,0,0,30,0,0,1,31,0,0,0,0,0,4,2,0,11,2,316,22,0,0,0,22,8,0,0,1,9,0,0,0,0,0,0,0,0,0,0,30,0,0,1,31,0,0,0,0,0,40,0,1,5,46,14,0,0,0,14,10,0,0,0,10,12,0,0,0,12,19,0,0,0,19,11,0,0,0,11,97,0,0,0,97,0,0,0,0,0,17,0,1,2,20,25,1,0,0,26,25,0,0,0,25,8,0,0,0,8,8,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,287,1,2,7,297,California,255,New York,12,Texas,5,2
CAMPBELL UNIVERSITY,51,4,0,0,55,6,6,1,0,13,3,0,0,0,3,1,0,2,1,4,3,0,0,0,3,0,0,0,0,0,2,1,1,19,2,103,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,32,3,1,0,36,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,1,0,13,8,0,0,0,8,1,0,0,0,1,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,3,0,1,1,5,0,0,0,0,0,64,10,3,1,78,North Carolina,64,South Carolina,5,District of Columbia,1,0
CAPITAL UNIVERSITY,45,5,1,3,54,14,1,5,3,23,21,0,1,0,22,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,5,7,5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,8,26,1,1,3,31,2,1,1,0,4,1,0,0,0,1,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,1,1,3,29,11,1,3,2,17,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6,7,8,101,Ohio,84,New York,2,North Carolina,2,0
CARDOZO SCHOOL OF LAW,252,3,4,0,259,26,3,0,2,31,6,0,0,0,6,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,6,5,3,21,5,338,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,51,0,4,0,55,21,0,0,0,21,13,0,0,0,13,11,0,0,0,11,9,0,0,0,9,12,0,0,0,12,39,0,0,0,39,0,0,0,0,0,50,3,0,2,55,39,2,0,0,41,23,2,0,0,25,3,0,0,0,3,12,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,285,7,4,2,298,New York,262,New Jersey,15,Colorado,3,2
CASE WESTERN RESERVE UNIVERSITY,56,0,1,3,60,8,1,1,2,12,4,1,0,0,5,0,0,1,1,2,0,8,0,4,12,0,0,0,0,0,0,0,1,6,1,99,0,5,0,3,8,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,8,0,4,12,0,0,0,0,0,9,1,1,3,14,5,0,0,0,5,3,0,0,0,3,4,0,0,0,4,5,0,0,0,5,2,0,0,0,2,8,0,0,0,8,0,0,0,1,1,16,1,2,0,19,8,3,0,2,13,1,3,0,3,7,3,0,0,0,3,4,1,0,0,5,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,68,10,3,10,91,Ohio,49,New York,9,District of Columbia,4,2
CATHOLIC UNIVERSITY OF AMERICA,53,3,0,0,56,37,7,1,3,48,5,0,1,1,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,6,2,3,11,3,138,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,4,1,1,12,5,0,0,1,6,0,0,0,0,0,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,11,0,0,0,11,0,0,0,0,0,11,4,2,1,18,30,0,0,1,31,4,1,0,0,5,1,0,0,0,1,18,1,0,0,19,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,95,10,3,5,113,District of Columbia,52,Maryland,28,Virginia,18,0
CHAPMAN UNIVERSITY,78,2,2,1,83,18,3,4,0,25,3,0,1,1,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,37,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3,1,44,5,0,0,0,5,5,0,0,0,5,10,0,0,0,10,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,24,2,5,0,31,8,3,0,0,11,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100,5,8,2,115,California,106,Minnesota,2,Nevada,2,0
