SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded-FTLT,Funded-FTST,Funded-PTLT,Funded-PTST,Funded Position,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,2-10,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,11-25,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType Total,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
"DETROIT MERCY, UNIVERSITY OF",77,29,2,2,110,22,3,2,2,29,16,2,2,2,22,2,1,3,3,9,0,0,0,0,0,1,0,12,26,0,209,0,0,0,0,0,5,1,0,0,6,29,12,2,3,46,9,5,0,0,14,5,3,0,0,8,6,2,0,0,8,6,0,0,0,6,4,0,0,0,4,2,1,0,0,3,0,1,0,0,1,30,3,6,5,44,9,3,0,0,12,3,3,1,1,8,1,0,0,0,1,2,0,0,0,2,3,0,0,0,3,3,1,0,0,4,0,0,0,0,0,117,35,9,9,170,Michigan,106,District Of Columbia,5,New York,5,39
DISTRICT OF COLUMBIA,16,4,1,1,22,12,1,0,2,15,1,0,0,2,3,0,1,0,0,1,0,0,0,0,6,3,1,9,9,9,78,0,0,0,0,0,3,0,0,0,3,2,0,0,1,4,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,4,5,0,1,14,6,0,0,0,6,7,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,29,6,1,5,47,District Of Columbia,21,Virginia,5,Maryland,4,1
DRAKE UNIVERSITY,94,1,4,1,100,17,1,0,1,19,6,2,2,0,10,1,0,2,0,3,0,0,0,0,0,4,0,2,17,0,155,0,0,0,0,0,11,0,0,0,11,40,2,4,1,47,7,0,0,0,7,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,0,4,1,25,12,0,0,0,12,6,2,0,0,8,2,0,0,0,2,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,4,8,2,132,Iowa,104,Illinois,5,Wisconsin,3,0
DREXEL UNIVERSITY,57,7,3,9,76,9,2,0,0,11,7,0,1,0,8,2,0,4,1,7,0,0,1,0,1,2,1,3,17,5,131,0,0,0,8,8,1,0,0,0,1,17,0,2,0,19,5,1,0,0,6,4,0,0,0,4,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,10,8,5,1,24,6,0,1,0,7,2,0,0,8,10,1,0,0,0,1,16,0,0,0,16,0,0,0,0,0,4,0,0,1,5,0,0,1,0,1,75,9,9,10,103,Pennsylvania,65,New Jersey,16,New York,4,0
DUKE UNIVERSITY,170,7,0,4,181,11,1,0,1,13,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,3,0,2,3,2,207,3,0,5,3,11,0,0,0,0,0,11,1,0,0,12,2,0,0,1,3,7,0,0,0,7,6,0,0,0,6,14,0,0,0,14,13,0,0,0,13,66,0,0,0,66,1,0,0,0,1,8,2,1,1,12,12,1,0,0,13,6,4,0,1,11,23,0,0,2,25,8,0,0,0,8,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,183,8,1,5,197,New York,35,North Carolina,30,District of Columbia,26,8
DUQUESNE UNIVERSITY,92,12,3,0,107,23,4,3,2,32,13,0,0,0,13,7,1,4,0,12,0,0,0,0,0,1,0,2,25,14,206,0,2,0,1,3,2,0,1,0,3,34,1,2,1,38,5,0,0,0,5,4,0,0,0,4,11,0,1,0,12,9,0,0,0,9,2,0,0,0,2,4,0,0,0,4,0,0,1,0,1,33,10,4,0,47,12,0,0,0,12,4,1,1,0,6,1,2,0,0,3,14,0,0,0,14,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,135,17,10,2,164,Pennsylvania,141,West Virginia,5,Virginia,3,0
ELON UNIVERSITY,55,5,2,4,66,3,2,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,14,8,99,0,0,0,0,0,5,0,1,0,6,33,1,1,3,38,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0,1,11,6,0,0,0,6,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,2,4,73,North Carolina,56,Virginia,4,District Of Columbia,3,0
EMORY UNIVERSITY,155,6,18,7,186,16,2,3,1,22,3,0,2,2,7,0,0,0,0,0,0,0,0,0,0,3,0,0,6,1,225,25,0,0,1,26,1,0,0,0,1,19,0,4,3,26,18,0,0,0,18,6,0,0,0,6,7,0,0,0,7,9,0,0,0,9,9,0,0,1,10,24,0,0,0,24,0,0,0,1,1,16,5,2,1,24,20,1,5,0,26,18,1,6,1,26,15,0,0,0,15,7,0,0,1,8,0,0,0,0,0,0,0,6,2,8,5,1,0,0,6,174,8,23,10,215,Georgia,99,New York,24,District of Columbia,15,0
FAULKNER UNIVERSITY,57,0,5,1,63,10,0,3,2,15,6,0,0,1,7,2,0,1,1,4,0,0,0,0,0,2,1,3,6,0,101,0,0,0,0,0,7,0,0,0,7,34,0,3,1,38,2,0,0,0,2,0,0,0,0,0,5,0,1,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,16,13,0,3,0,16,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,9,5,89,Alabama,62,Georgia,13,Tennessee,3,0
FLORIDA A&M,52,0,0,0,52,6,0,0,0,6,17,0,0,0,17,4,0,0,0,4,6,0,0,0,10,9,0,2,10,42,152,0,0,0,0,0,9,0,0,0,9,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,23,0,0,0,23,12,0,0,0,13,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,6,0,0,0,7,85,0,0,0,89,Florida,84,Illinois,1,Maryland,1,0
FLORIDA COASTAL,165,9,4,49,227,20,6,6,49,81,15,1,2,12,30,2,0,5,5,12,0,0,0,0,2,11,0,26,61,1,451,2,0,0,60,62,8,0,2,3,13,61,3,5,16,85,13,1,1,0,15,8,0,0,1,9,0,1,0,0,1,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,3,1,0,4,8,24,6,7,19,56,53,2,0,2,57,15,1,1,61,78,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,4,1,1,3,9,0,0,0,6,8,202,16,17,115,352,Florida,231,Georgia,21,Unknown,15,2
FLORIDA INTERNATIONAL,105,7,5,0,117,12,1,5,0,18,16,0,1,0,17,1,0,1,0,2,0,0,0,0,1,3,0,8,7,0,173,0,8,0,0,8,10,0,0,0,10,42,0,4,0,46,16,0,1,0,17,1,0,0,0,1,1,0,0,0,1,6,0,1,0,7,1,0,0,0,1,1,0,0,0,1,18,0,1,0,19,12,0,0,0,13,16,0,1,0,17,2,4,2,0,8,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,5,4,2,0,11,0,0,0,0,0,134,8,12,0,155,Florida,150,Pennsylvania,1,Unknown,1,0
FLORIDA STATE UNIVERSITY,194,1,3,5,203,27,7,3,3,40,2,0,0,2,4,0,0,2,3,5,0,0,0,0,0,9,0,9,6,3,279,2,0,1,0,3,8,0,1,0,9,44,1,1,1,47,19,0,0,0,19,9,0,0,0,9,9,0,0,0,9,12,0,0,0,12,2,0,0,0,2,3,0,0,0,3,3,0,2,2,7,23,3,2,8,36,54,4,0,1,59,14,0,1,0,15,8,0,0,0,8,9,0,0,0,9,0,0,0,0,0,4,0,1,1,6,2,0,0,0,2,223,8,8,13,252,Florida,205,New York,8,Georgia,7,2
"FLORIDA, UNIVERSITY OF",243,12,11,16,282,22,3,2,6,33,7,0,2,1,10,4,0,5,3,12,0,0,0,0,0,18,0,9,41,4,409,2,0,1,17,20,3,0,0,0,3,55,3,7,2,67,28,0,1,0,29,17,0,0,0,17,18,0,0,0,18,24,1,0,0,25,5,0,0,1,6,16,0,0,0,16,1,0,2,0,3,32,8,7,3,50,35,0,1,3,39,19,3,0,8,30,13,0,0,3,16,5,0,0,1,6,0,0,0,0,0,4,0,2,5,11,1,0,0,0,1,276,15,20,26,337,Florida,261,Georgia,17,District Of Columbia,11,3
FORDHAM UNIVERSITY,246,14,2,3,265,12,14,3,42,71,19,3,0,4,26,0,0,0,0,0,0,0,0,0,0,4,3,12,40,7,428,4,12,0,41,57,0,0,0,0,0,26,1,2,3,32,14,2,0,0,16,11,0,0,0,11,12,0,0,0,12,12,1,0,0,13,28,1,0,0,29,66,1,0,0,67,1,0,0,1,2,35,10,3,3,51,29,0,0,18,47,13,3,0,20,36,10,0,0,1,11,17,0,0,3,20,0,0,0,0,0,3,12,0,0,15,0,0,0,0,0,277,31,5,49,362,New York,275,New Jersey,30,District of Columbia,12,4
GEORGE MASON UNIVERSITY,102,6,1,0,109,31,2,5,6,44,9,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,170,2,1,0,7,10,2,0,0,0,2,31,1,3,0,35,11,0,0,0,11,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,5,0,0,0,5,4,0,0,0,4,0,0,0,0,0,18,6,1,0,25,37,1,1,2,41,6,1,1,3,11,4,0,0,0,4,10,0,0,0,10,0,0,0,0,0,4,0,0,1,5,0,0,0,0,0,142,9,6,6,163,Virginia,93,District Of Columbia,40,Maryland,8,0
GEORGE WASHINGTON UNIVERSITY,421,12,3,2,438,35,2,1,0,38,11,0,1,0,12,0,0,0,0,0,5,0,0,0,6,10,0,2,12,0,518,80,0,0,1,81,3,0,0,0,3,45,2,1,0,48,23,2,0,0,25,11,1,0,0,12,17,0,0,0,17,8,0,0,0,8,23,0,0,0,23,72,0,0,0,72,3,0,0,0,3,51,4,2,2,59,87,2,1,0,90,39,3,0,0,42,24,0,0,0,24,19,0,0,0,19,1,0,0,0,1,36,0,1,0,37,10,0,0,0,11,472,14,5,2,494,District Of Columbia,253,Virginia,48,New York,46,7
GEORGETOWN UNIVERSITY,403,2,2,4,411,55,74,5,11,145,16,1,0,1,18,3,1,4,0,8,8,0,0,1,9,2,5,7,35,4,644,19,58,0,7,84,1,0,0,1,2,26,0,0,1,27,8,0,0,0,8,6,0,0,0,6,7,0,0,0,7,20,0,0,0,20,38,0,0,0,38,158,1,3,0,162,3,2,1,0,6,39,10,7,7,63,63,24,0,0,87,54,38,0,6,98,25,0,0,0,25,26,0,0,0,26,0,0,0,0,0,7,3,0,1,11,4,0,0,1,5,485,78,11,17,591,District of Columbia,253,New York,114,California,49,12
GEORGIA STATE UNIVERSITY,120,3,2,0,125,24,0,1,0,25,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,1,9,4,186,0,0,0,0,0,0,0,0,0,0,57,1,1,0,59,8,0,0,0,8,1,0,0,0,1,1,0,0,0,1,4,0,0,0,4,1,0,0,0,1,10,1,1,0,12,0,0,0,0,0,43,0,0,0,43,20,0,0,0,20,5,1,1,0,7,5,0,0,0,5,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,160,3,3,0,166,Georgia,156,District Of Columbia,3,North Carolina,2,0
"GEORGIA, UNIVERSITY OF",139,11,3,6,159,12,2,0,3,17,9,2,0,1,12,0,0,1,1,2,0,0,0,0,0,9,5,0,23,0,227,0,2,0,3,5,0,0,0,0,0,32,3,3,4,42,20,0,0,0,20,8,0,0,0,8,6,0,0,0,6,4,1,0,0,5,2,0,0,0,2,14,2,0,0,16,0,1,0,1,2,15,5,1,1,22,19,0,0,0,19,10,2,0,3,15,17,0,0,0,17,12,0,0,0,12,0,0,0,0,0,1,1,0,2,4,0,0,0,0,0,160,15,4,11,190,Georgia,151,District of Columbia,10,New York,6,1
GOLDEN GATE UNIVERSITY,42,4,3,29,78,15,6,0,8,29,5,2,1,1,9,1,1,0,6,8,0,0,0,1,1,11,7,11,34,3,191,1,2,0,24,27,6,0,1,0,7,19,1,2,7,29,8,0,0,4,12,2,0,0,0,2,2,0,0,0,2,1,0,0,1,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,12,4,1,9,26,7,0,0,10,17,4,3,0,7,14,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,3,0,6,10,0,0,0,0,0,63,13,4,45,125,California,111,New York,3,District Of Columbia,2,0
GONZAGA UNIVERSITY,89,2,4,0,95,13,3,1,0,17,1,1,0,0,2,4,1,2,0,7,2,0,0,0,2,12,0,2,15,8,160,0,0,0,0,0,4,0,0,0,4,38,0,2,0,40,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,0,1,0,7,17,2,3,0,22,16,3,0,0,19,4,2,1,0,7,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,109,7,7,0,123,Washington,59,Utah,11,Oregon,9,0
HAMLINE UNIVERSITY,103,2,6,1,112,39,2,2,0,43,7,0,3,0,10,2,0,6,0,8,0,0,0,0,7,5,0,9,9,2,205,0,0,0,0,0,3,0,0,0,3,50,0,3,0,55,4,0,0,0,4,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,51,2,9,1,65,13,2,2,0,18,5,0,2,0,8,1,0,0,0,1,14,0,0,0,14,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,151,4,17,1,180,Minnesota,134,Wisconsin,17,Washington,4,1
HARVARD UNIVERSITY,525,4,2,0,531,21,1,0,1,23,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,8,1,4,13,0,583,33,0,0,0,33,1,0,0,0,1,7,1,0,0,8,7,0,0,0,7,8,0,0,0,8,7,0,0,0,7,18,0,0,0,18,40,2,0,0,42,226,0,0,0,226,0,0,0,0,0,27,1,0,1,29,31,1,0,0,32,53,1,2,0,56,95,0,0,0,95,26,0,0,0,26,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,548,6,2,1,557,New York,169,District Of Columbia,81,California,71,16
"HAWAII, UNIVERSITY OF",48,19,0,0,67,8,0,0,0,8,7,1,0,0,8,1,1,0,0,2,0,0,0,0,0,2,0,8,3,3,101,0,0,0,0,0,0,0,0,0,0,12,2,0,0,14,5,0,0,0,5,3,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,13,9,2,0,0,11,2,0,0,0,2,2,0,0,0,2,16,14,0,0,30,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,64,21,0,0,85,Hawaii,78,California,2,Connecticut,1,0
HOFSTRA UNIVERSITY,121,14,7,17,159,20,5,3,11,39,10,1,2,6,19,3,1,2,6,12,0,0,0,0,5,5,0,12,27,19,297,0,0,0,9,9,3,0,0,0,3,43,4,5,15,68,13,4,1,0,18,16,0,0,0,16,6,0,0,0,6,6,0,0,0,6,2,1,0,0,3,7,0,0,0,7,0,1,0,1,3,29,8,6,12,56,15,2,0,0,17,9,1,2,0,12,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,11,11,0,0,0,1,3,154,21,14,40,234,New York,196,New Jersey,6,District of Columbia,4,1
"HOUSTON, UNIVERSITY OF",169,3,11,2,185,44,1,1,2,48,17,0,3,0,20,2,1,0,0,3,0,0,0,0,1,4,0,6,11,3,281,0,0,0,3,3,6,0,2,0,8,55,0,5,1,61,18,0,2,0,20,12,0,1,0,13,9,0,0,0,9,3,0,0,0,3,11,0,0,0,11,18,0,0,0,18,1,0,0,0,1,61,3,3,0,67,18,1,1,0,20,10,1,0,1,12,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,3,0,1,2,6,0,0,0,0,1,232,5,15,4,257,Texas,233,California,6,District Of Columbia,3,2
HOWARD UNIVERSITY,75,14,2,0,91,16,2,0,0,18,9,3,0,0,12,1,0,0,0,1,0,0,0,0,5,5,0,0,13,12,157,0,0,0,0,0,1,0,0,0,1,5,2,2,0,9,3,0,0,0,3,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,6,0,0,0,6,10,0,0,0,10,0,0,0,0,0,14,14,0,0,29,25,1,0,0,26,9,1,0,0,10,3,0,0,0,3,19,0,0,0,19,0,0,0,0,0,2,1,0,0,3,0,0,0,0,4,101,19,2,0,127,District Of Columbia,46,New York,18,Maryland,15,3
"IDAHO, UNIVERSITY OF",52,14,2,2,70,3,1,0,1,5,4,1,0,0,5,0,0,1,1,2,0,0,0,0,0,2,0,3,9,6,102,0,0,0,0,0,1,1,0,0,2,24,1,2,2,29,5,1,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,2,10,11,2,1,0,14,4,0,0,0,4,0,1,0,0,1,4,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,16,3,4,82,Idaho,51,Washington,14,Arizona,3,1
ILLINOIS INSTITUTE OF TECHNOLOGY,169,18,14,21,222,19,3,3,0,25,23,0,2,0,25,0,1,1,0,2,0,0,0,0,0,7,1,3,33,14,332,2,0,0,16,18,8,0,0,0,8,63,2,9,6,80,21,0,3,0,24,7,0,0,0,7,15,0,0,0,15,4,1,0,0,5,5,0,0,0,5,9,0,0,0,9,0,0,0,0,0,43,18,6,2,69,22,1,1,1,25,3,0,0,5,8,1,0,1,0,2,7,0,0,1,8,0,0,0,1,1,3,0,0,5,8,0,0,0,0,0,211,22,20,21,274,Illinois,232,California,6,Michigan,4,4
"ILLINOIS, UNIVERSITY OF",96,14,1,7,118,10,5,1,3,19,5,0,0,4,9,1,1,4,0,6,0,0,0,0,0,2,1,2,30,3,190,8,9,0,2,19,0,0,0,1,1,13,3,1,3,20,8,0,0,1,9,6,0,0,0,6,4,0,0,0,4,9,0,0,0,9,4,0,0,0,4,13,0,0,0,13,1,0,1,0,2,14,8,3,5,30,18,7,0,1,26,8,1,1,0,10,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,1,0,3,9,0,0,0,0,0,112,20,6,14,152,Illinois,90,California,10,Texas,6,2
INDIANA UNIVERSITY - INDIANAPOLIS,136,5,3,1,145,23,0,0,0,23,26,4,3,9,42,0,0,1,0,1,1,0,0,0,1,2,0,5,24,9,252,0,0,0,0,0,5,0,1,0,6,46,2,1,2,51,7,0,0,0,7,4,0,0,0,4,1,0,0,0,1,9,0,0,0,9,7,2,0,0,9,6,0,0,0,6,7,0,0,3,10,38,2,3,4,47,32,1,0,0,33,4,2,0,0,6,3,0,0,0,3,6,0,0,1,7,0,0,0,0,0,7,0,1,0,8,4,0,1,0,5,186,9,7,10,212,Indiana,156,Ohio,7,Virginia,6,1
INDIANA UNIVERSITY MAURER SCHOOL OF LAW,124,10,0,12,146,19,0,0,3,22,4,1,0,2,7,1,0,0,0,1,0,0,0,0,0,5,0,2,11,1,195,0,1,0,7,8,8,0,0,0,8,22,0,0,2,24,5,1,0,0,6,4,0,0,0,4,3,0,0,0,3,10,1,0,0,11,9,0,0,0,9,8,0,0,1,9,3,0,0,1,4,25,3,0,1,29,21,3,0,4,28,9,1,0,2,12,9,0,0,0,9,7,0,0,1,8,0,0,0,0,0,5,2,0,5,12,0,0,0,0,0,148,11,0,17,176,Indiana,86,California,12,District Of Columbia,12,2
"IOWA, UNIVERSITY OF",120,8,8,2,138,13,2,1,1,17,9,0,1,0,10,1,0,1,0,2,0,0,0,0,1,2,0,3,10,0,183,0,0,0,1,1,1,0,0,0,1,33,1,6,0,40,8,0,0,0,8,8,0,0,0,8,6,0,0,0,6,3,0,0,0,3,5,1,0,0,6,6,1,0,0,7,1,0,0,2,3,20,3,3,0,26,28,2,1,0,31,10,1,1,0,12,7,0,0,0,7,5,1,0,0,6,0,0,0,0,0,2,0,0,1,3,0,0,0,0,1,143,10,11,3,168,Iowa,57,Illinois,20,District of Columbia,9,2
JOHN MARSHALL LAW SCHOOL,174,18,9,4,205,51,6,8,7,72,26,3,4,2,35,3,1,2,0,6,0,0,0,0,0,10,2,3,56,12,401,2,4,0,3,9,9,0,4,0,13,71,3,4,4,82,29,1,1,0,31,20,0,0,0,20,11,0,1,0,12,6,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,49,15,10,4,78,41,5,2,0,48,9,0,1,0,10,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,4,3,0,5,12,0,0,0,0,0,254,28,23,13,318,Illinois,277,New York,5,District of Columbia,4,2
"KANSAS, UNIVERSITY OF",88,7,2,0,97,16,2,0,1,19,6,0,1,0,7,4,0,4,1,9,0,0,0,0,0,6,0,4,22,4,168,1,1,1,1,4,8,0,1,0,9,27,1,1,0,29,7,0,0,0,7,9,0,0,0,9,4,0,0,0,4,3,0,0,0,3,2,1,0,0,3,3,0,0,0,3,0,0,0,0,0,23,1,4,1,29,19,0,0,0,19,5,0,0,0,5,1,2,0,0,3,2,3,0,0,5,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,114,9,7,2,132,Kansas,82,Missouri,17,District Of Columbia,6,2
"KENTUCKY, UNIVERSITY OF",97,2,3,2,104,13,0,0,1,14,3,0,1,0,4,4,0,1,2,7,0,0,0,0,0,1,0,1,4,0,135,0,0,0,0,0,3,0,0,0,3,27,1,1,1,30,15,0,0,0,15,4,0,0,0,4,2,0,0,0,2,5,0,0,0,5,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,19,1,3,2,25,10,0,0,0,10,3,0,1,1,5,9,0,0,0,9,14,0,0,0,14,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,117,2,5,5,129,Kentucky,96,Ohio,5,Georgia,4,0
LEWIS AND CLARK COLLEGE,107,6,3,9,125,16,8,4,11,39,9,6,0,1,16,0,0,1,3,4,0,0,0,0,0,6,1,6,24,12,233,0,0,0,9,9,8,0,0,0,8,33,4,4,4,45,9,0,0,1,10,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,2,0,0,0,2,1,1,0,1,3,13,7,1,9,30,28,3,0,0,31,14,3,2,4,23,3,0,0,0,3,11,1,0,0,12,0,0,0,0,0,2,0,0,5,7,0,1,1,0,2,132,20,8,24,184,Oregon,120,Washington,10,District Of Columbia,9,1
LIBERTY UNIVERSITY,28,0,1,1,30,9,1,1,0,11,5,1,1,1,8,1,0,0,0,1,0,0,0,0,5,0,0,4,24,7,90,2,0,0,1,3,2,0,1,1,5,14,0,1,1,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,8,1,0,0,10,10,0,0,0,10,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,3,0,1,0,0,2,43,2,3,2,55,Virginia,15,California,3,Ohio,3,1
LOUISIANA STATE UNIVERSITY,143,1,1,0,145,6,0,0,0,6,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,7,8,176,0,0,0,0,0,3,0,0,0,3,51,0,1,0,52,11,0,0,0,11,10,0,0,0,10,4,0,0,0,4,1,0,0,0,1,8,0,0,0,8,1,0,0,0,1,0,0,0,0,0,13,1,1,0,15,15,0,0,0,15,5,0,0,0,5,8,0,0,0,8,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1,2,0,156,Louisiana,140,Texas,9,Georgia,1,2
"LOUISVILLE, UNIVERSITY OF",95,1,0,1,97,29,0,3,1,33,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,142,1,0,1,0,2,5,0,0,0,5,34,1,0,0,35,8,0,0,0,8,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,1,1,1,28,25,0,0,0,25,8,0,1,0,9,5,0,0,0,5,9,0,0,0,9,0,0,0,0,0,1,0,2,1,4,0,0,0,0,0,126,2,4,2,134,Kentucky,109,District Of Columbia,5,Indiana,3,0
LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,172,27,9,47,255,17,3,0,4,24,24,4,2,4,34,0,0,0,2,2,2,0,0,0,2,4,14,3,65,0,403,0,8,0,22,30,3,0,0,0,3,47,6,6,22,81,30,2,2,2,36,24,0,0,0,24,6,1,0,0,7,3,0,0,0,3,6,0,0,0,6,21,0,0,0,21,1,0,0,1,2,37,16,2,7,62,14,6,0,4,24,13,2,0,14,29,9,0,0,0,9,0,0,0,0,0,0,1,0,0,1,1,0,1,7,9,0,0,0,0,0,215,34,11,57,317,California,289,New York,7,Washington,3,5
LOYOLA UNIVERSITY-CHICAGO,126,12,4,2,144,26,7,6,12,51,14,0,0,1,15,2,0,1,4,7,0,0,0,0,1,10,0,1,22,0,251,0,0,0,7,7,5,0,0,0,5,45,2,6,2,55,12,2,0,2,16,6,0,0,0,6,4,0,1,0,5,11,0,0,0,11,4,0,0,0,4,8,0,0,0,8,0,0,0,0,0,32,8,3,5,48,22,6,1,1,30,4,1,0,1,6,4,0,0,0,4,8,0,0,0,8,0,0,0,0,0,3,0,0,8,11,0,0,0,0,1,168,19,11,19,218,Illinois,180,Michigan,6,Minnesota,4,1
